agent,state_id,severity,call_type,traffic,hosp_load,time_of_day,best_action,q_values
Hospital,390,Moderate,Trauma,Heavy,Normal,Night,0,"[94.746, 6.695, 5.942, 0.774, 14.718]"
Hospital,391,Moderate,Trauma,Heavy,Normal,Morning,0,"[102.023, 39.054, 22.615, 3.417, 21.551]"
Hospital,392,Moderate,Trauma,Heavy,Normal,Afternoon,0,"[97.464, 9.948, 12.275, 14.678, 22.962]"
Hospital,393,Moderate,Trauma,Heavy,Normal,Evening,0,"[103.864, 31.601, 22.125, 29.648, 14.616]"
Hospital,394,Moderate,Trauma,Heavy,Normal,Late-Night,0,"[97.739, 3.225, 16.888, 12.863, 2.937]"
Hospital,395,Moderate,Trauma,Heavy,Busy,Night,0,"[76.293, 3.783, 5.516, 0.0, 5.798]"
Hospital,396,Moderate,Trauma,Heavy,Busy,Morning,0,"[99.044, 10.405, 28.746, 7.329, 16.953]"
Hospital,397,Moderate,Trauma,Heavy,Busy,Afternoon,0,"[94.341, 14.591, 14.395, 6.58, 3.327]"
Hospital,398,Moderate,Trauma,Heavy,Busy,Evening,0,"[99.056, 15.031, 14.144, 21.188, 23.473]"
Hospital,399,Moderate,Trauma,Heavy,Busy,Late-Night,0,"[82.73, 3.203, 5.55, 0.86, 3.84]"
Hospital,400,Moderate,Trauma,Heavy,Diversion,Night,2,"[-0.377, 0.0, 66.468, 0.0, 0.0]"
Hospital,401,Moderate,Trauma,Heavy,Diversion,Morning,3,"[3.615, 15.01, 6.496, 101.125, 5.146]"
Hospital,402,Moderate,Trauma,Heavy,Diversion,Afternoon,3,"[1.308, 7.42, 0.541, 101.241, 7.907]"
Hospital,403,Moderate,Trauma,Heavy,Diversion,Evening,3,"[4.243, 7.343, 4.869, 103.088, 7.769]"
Hospital,404,Moderate,Trauma,Heavy,Diversion,Late-Night,1,"[0.0, 80.268, 5.478, 0.0, 0.0]"
Hospital,405,Moderate,Trauma,Gridlock,Normal,Night,0,"[80.459, 0.0, 4.949, 0.0, 0.0]"
Hospital,406,Moderate,Trauma,Gridlock,Normal,Morning,0,"[96.959, 12.266, 14.413, 6.343, 16.587]"
Hospital,407,Moderate,Trauma,Gridlock,Normal,Afternoon,0,"[100.009, 6.335, 11.664, 7.045, 7.981]"
Hospital,408,Moderate,Trauma,Gridlock,Normal,Evening,0,"[100.469, 10.128, 15.321, 9.296, 20.621]"
Hospital,409,Moderate,Trauma,Gridlock,Normal,Late-Night,1,"[1.437, 76.332, 8.437, 4.031, 9.38]"
Hospital,410,Moderate,Trauma,Gridlock,Busy,Night,0,"[64.142, 0.0, 0.714, 0.0, 0.0]"
Hospital,411,Moderate,Trauma,Gridlock,Busy,Morning,0,"[97.686, 9.878, 16.821, 2.651, 9.387]"
Hospital,412,Moderate,Trauma,Gridlock,Busy,Afternoon,0,"[87.898, 3.151, 4.17, 0.071, 1.562]"
Hospital,413,Moderate,Trauma,Gridlock,Busy,Evening,0,"[93.846, 5.308, 18.206, 1.286, 11.134]"
Hospital,414,Moderate,Trauma,Gridlock,Busy,Late-Night,0,"[81.472, 9.636, 4.174, 8.929, 0.0]"
Hospital,415,Moderate,Trauma,Gridlock,Diversion,Night,0,"[37.486, 0.0, 0.0, 0.0, 0.0]"
Hospital,416,Moderate,Trauma,Gridlock,Diversion,Morning,3,"[6.93, -0.052, 6.197, 83.935, 6.509]"
Hospital,417,Moderate,Trauma,Gridlock,Diversion,Afternoon,0,"[57.77, 1.861, -0.036, 0.0, 3.512]"
Hospital,418,Moderate,Trauma,Gridlock,Diversion,Evening,1,"[16.017, 77.341, 8.868, 0.0, 11.573]"
Hospital,419,Moderate,Trauma,Gridlock,Diversion,Late-Night,1,"[0.0, 49.879, 0.0, 6.074, 0.0]"
Hospital,420,Moderate,Respiratory,Clear,Normal,Night,0,"[104.68, 37.506, 4.459, 10.931, 22.278]"
Hospital,421,Moderate,Respiratory,Clear,Normal,Morning,0,"[100.391, 16.449, 10.574, 4.981, 13.917]"
Hospital,422,Moderate,Respiratory,Clear,Normal,Afternoon,0,"[99.113, 22.357, 11.341, 27.504, 14.635]"
Hospital,423,Moderate,Respiratory,Clear,Normal,Evening,0,"[95.358, 0.606, 8.409, 4.519, 12.439]"
Hospital,424,Moderate,Respiratory,Clear,Normal,Late-Night,0,"[104.025, 22.631, 21.027, 26.505, 28.149]"
Hospital,425,Moderate,Respiratory,Clear,Busy,Night,0,"[100.99, 6.795, 2.769, 12.773, 5.328]"
Hospital,426,Moderate,Respiratory,Clear,Busy,Morning,0,"[94.541, 4.326, 2.471, 10.584, 21.922]"
Hospital,427,Moderate,Respiratory,Clear,Busy,Afternoon,0,"[97.707, 8.955, 12.055, 9.475, 14.048]"
Hospital,428,Moderate,Respiratory,Clear,Busy,Evening,0,"[91.641, 3.83, 0.581, 0.284, 10.995]"
Hospital,429,Moderate,Respiratory,Clear,Busy,Late-Night,0,"[98.456, 7.734, 17.913, 10.865, 6.034]"
Hospital,430,Moderate,Respiratory,Clear,Diversion,Night,3,"[13.387, 13.568, 4.043, 98.444, 0.0]"
Hospital,431,Moderate,Respiratory,Clear,Diversion,Morning,3,"[9.063, 0.564, 6.923, 93.273, 0.0]"
Hospital,432,Moderate,Respiratory,Clear,Diversion,Afternoon,3,"[3.659, 6.856, -0.29, 95.943, 13.288]"
Hospital,433,Moderate,Respiratory,Clear,Diversion,Evening,3,"[6.477, -0.054, -0.072, 83.028, 1.979]"
Hospital,434,Moderate,Respiratory,Clear,Diversion,Late-Night,3,"[7.136, 8.704, 3.722, 101.948, 9.892]"
Hospital,435,Moderate,Respiratory,Moderate,Normal,Night,0,"[97.527, 18.135, 25.146, 34.769, 4.801]"
Hospital,436,Moderate,Respiratory,Moderate,Normal,Morning,0,"[103.201, 25.088, 11.5, 30.141, 22.702]"
Hospital,437,Moderate,Respiratory,Moderate,Normal,Afternoon,0,"[105.563, 26.774, 35.077, 30.906, 35.662]"
Hospital,438,Moderate,Respiratory,Moderate,Normal,Evening,0,"[101.469, 22.618, 27.913, 19.527, 6.391]"
Hospital,439,Moderate,Respiratory,Moderate,Normal,Late-Night,0,"[101.508, 12.72, 4.607, 5.511, 20.218]"
Hospital,440,Moderate,Respiratory,Moderate,Busy,Night,0,"[96.172, 6.368, 2.54, 14.6, -0.107]"
Hospital,441,Moderate,Respiratory,Moderate,Busy,Morning,0,"[94.901, 8.671, 15.245, 6.306, 21.849]"
Hospital,442,Moderate,Respiratory,Moderate,Busy,Afternoon,0,"[96.131, 24.296, 21.046, 12.285, 18.831]"
Hospital,443,Moderate,Respiratory,Moderate,Busy,Evening,0,"[97.386, 27.037, 13.868, 9.59, 21.428]"
Hospital,444,Moderate,Respiratory,Moderate,Busy,Late-Night,0,"[98.756, 3.292, 9.748, 12.935, 15.949]"
Hospital,445,Moderate,Respiratory,Moderate,Diversion,Night,3,"[3.696, 3.78, 9.773, 88.493, 0.0]"
Hospital,446,Moderate,Respiratory,Moderate,Diversion,Morning,3,"[11.113, 15.118, 17.055, 102.261, 7.934]"
Hospital,447,Moderate,Respiratory,Moderate,Diversion,Afternoon,3,"[4.637, 8.444, 19.277, 101.526, 17.531]"
Hospital,448,Moderate,Respiratory,Moderate,Diversion,Evening,3,"[15.219, 2.012, 0.929, 100.738, 1.529]"
Hospital,449,Moderate,Respiratory,Moderate,Diversion,Late-Night,3,"[1.649, 1.885, 1.118, 97.319, 2.865]"
Hospital,450,Moderate,Respiratory,Heavy,Normal,Night,0,"[89.92, 1.107, 2.929, 0.057, -0.453]"
Hospital,451,Moderate,Respiratory,Heavy,Normal,Morning,0,"[96.918, 31.973, 26.012, 11.018, 34.933]"
Hospital,452,Moderate,Respiratory,Heavy,Normal,Afternoon,0,"[102.749, 16.075, 12.56, 24.989, 11.565]"
Hospital,453,Moderate,Respiratory,Heavy,Normal,Evening,0,"[99.678, 29.36, 38.237, 26.439, 27.811]"
Hospital,454,Moderate,Respiratory,Heavy,Normal,Late-Night,0,"[97.436, 20.541, 6.668, 7.081, 1.413]"
Hospital,455,Moderate,Respiratory,Heavy,Busy,Night,0,"[83.232, 0.747, 1.131, 4.578, 3.31]"
Hospital,456,Moderate,Respiratory,Heavy,Busy,Morning,0,"[98.205, 17.598, 4.739, 15.533, 26.34]"
Hospital,457,Moderate,Respiratory,Heavy,Busy,Afternoon,0,"[100.795, 8.331, 3.965, 14.184, 15.252]"
Hospital,458,Moderate,Respiratory,Heavy,Busy,Evening,0,"[99.956, 16.432, 12.116, 15.713, 15.106]"
Hospital,459,Moderate,Respiratory,Heavy,Busy,Late-Night,0,"[92.596, 2.624, -0.339, 0.0, 4.219]"
Hospital,460,Moderate,Respiratory,Heavy,Diversion,Night,3,"[0.0, 0.228, 2.934, 62.993, 0.44]"
Hospital,461,Moderate,Respiratory,Heavy,Diversion,Morning,3,"[2.295, 24.827, -0.22, 100.613, 12.168]"
Hospital,462,Moderate,Respiratory,Heavy,Diversion,Afternoon,3,"[4.35, 0.54, 4.58, 102.673, 9.464]"
Hospital,463,Moderate,Respiratory,Heavy,Diversion,Evening,3,"[2.181, 11.866, 16.654, 104.567, 14.018]"
Hospital,464,Moderate,Respiratory,Heavy,Diversion,Late-Night,3,"[5.279, 8.133, 2.443, 76.569, 0.0]"
Hospital,465,Moderate,Respiratory,Gridlock,Normal,Night,2,"[0.0, 0.0, 58.675, 0.0, 0.0]"
Hospital,466,Moderate,Respiratory,Gridlock,Normal,Morning,0,"[98.458, 6.231, 3.798, 13.255, 30.215]"
Hospital,467,Moderate,Respiratory,Gridlock,Normal,Afternoon,0,"[96.696, 8.712, 0.369, 10.543, 12.518]"
Hospital,468,Moderate,Respiratory,Gridlock,Normal,Evening,0,"[97.634, 17.443, 18.821, 9.596, 18.667]"
Hospital,469,Moderate,Respiratory,Gridlock,Normal,Late-Night,0,"[93.915, 3.698, 8.958, 2.942, 8.795]"
Hospital,470,Moderate,Respiratory,Gridlock,Busy,Night,0,"[70.907, -0.199, 0.0, 1.828, 8.235]"
Hospital,471,Moderate,Respiratory,Gridlock,Busy,Morning,0,"[92.867, 12.912, 16.697, 3.4, 0.47]"
Hospital,472,Moderate,Respiratory,Gridlock,Busy,Afternoon,0,"[85.248, 10.92, 13.21, 9.323, 2.481]"
Hospital,473,Moderate,Respiratory,Gridlock,Busy,Evening,0,"[95.892, 0.858, 18.565, 16.589, 11.726]"
Hospital,474,Moderate,Respiratory,Gridlock,Busy,Late-Night,1,"[0.0, 81.554, 5.603, 10.033, -0.267]"
Hospital,475,Moderate,Respiratory,Gridlock,Diversion,Night,4,"[0.0, 0.083, 0.0, 0.0, 22.318]"
Hospital,476,Moderate,Respiratory,Gridlock,Diversion,Morning,0,"[76.203, -0.399, 3.458, 11.2, 1.359]"
Hospital,477,Moderate,Respiratory,Gridlock,Diversion,Afternoon,3,"[0.0, -0.181, 5.882, 84.461, 1.282]"
Hospital,478,Moderate,Respiratory,Gridlock,Diversion,Evening,4,"[1.33, 1.465, 0.085, 0.0, 74.697]"
Hospital,479,Moderate,Respiratory,Gridlock,Diversion,Late-Night,4,"[-0.389, -0.237, 1.668, 6.998, 60.319]"
Hospital,480,Moderate,Stroke,Clear,Normal,Night,0,"[96.618, 0.238, 12.066, 9.542, 3.954]"
Hospital,481,Moderate,Stroke,Clear,Normal,Morning,0,"[86.758, 11.219, 5.612, 4.679, -0.071]"
Hospital,482,Moderate,Stroke,Clear,Normal,Afternoon,0,"[92.689, -0.172, 2.359, 0.014, -0.541]"
Hospital,483,Moderate,Stroke,Clear,Normal,Evening,3,"[0.0, 5.161, 1.484, 74.083, 1.259]"
Hospital,484,Moderate,Stroke,Clear,Normal,Late-Night,0,"[95.104, 9.038, -0.535, 9.948, 30.577]"
Hospital,485,Moderate,Stroke,Clear,Busy,Night,0,"[96.124, 9.874, 6.19, 3.309, 2.571]"
Hospital,486,Moderate,Stroke,Clear,Busy,Morning,0,"[83.332, -0.136, 3.111, 7.583, 1.453]"
Hospital,487,Moderate,Stroke,Clear,Busy,Afternoon,3,"[11.121, 1.088, 5.304, 81.104, 4.055]"
Hospital,488,Moderate,Stroke,Clear,Busy,Evening,0,"[45.237, -0.421, 0.0, 0.0, 1.111]"
Hospital,489,Moderate,Stroke,Clear,Busy,Late-Night,0,"[94.708, 8.413, 3.602, 14.065, 0.968]"
Hospital,490,Moderate,Stroke,Clear,Diversion,Night,0,"[75.647, 4.66, -0.29, 0.0, 6.73]"
Hospital,491,Moderate,Stroke,Clear,Diversion,Morning,1,"[-0.006, 44.59, 1.262, 0.0, 0.0]"
Hospital,492,Moderate,Stroke,Clear,Diversion,Afternoon,3,"[0.055, 1.38, 1.229, 91.383, 0.0]"
Hospital,493,Moderate,Stroke,Clear,Diversion,Evening,2,"[-0.397, 0.0, 23.499, 0.0, 0.0]"
Hospital,494,Moderate,Stroke,Clear,Diversion,Late-Night,3,"[1.322, 0.305, 0.744, 97.736, -0.244]"
Hospital,495,Moderate,Stroke,Moderate,Normal,Night,0,"[84.412, 2.975, -0.386, 1.475, 0.288]"
Hospital,496,Moderate,Stroke,Moderate,Normal,Morning,0,"[95.549, 9.769, 4.454, 11.729, 19.12]"
Hospital,497,Moderate,Stroke,Moderate,Normal,Afternoon,1,"[13.457, 87.657, 17.655, 14.168, 19.609]"
Hospital,498,Moderate,Stroke,Moderate,Normal,Evening,0,"[100.237, 23.884, 20.488, 19.616, 0.142]"
Hospital,499,Moderate,Stroke,Moderate,Normal,Late-Night,0,"[92.759, 11.725, 3.249, 1.543, 19.805]"
Hospital,500,Moderate,Stroke,Moderate,Busy,Night,0,"[73.758, 0.0, 2.84, 4.388, 0.0]"
Hospital,501,Moderate,Stroke,Moderate,Busy,Morning,0,"[91.65, 11.478, 2.787, 0.0, -0.295]"
Hospital,502,Moderate,Stroke,Moderate,Busy,Afternoon,0,"[93.013, 2.995, 1.77, 2.48, 5.337]"
Hospital,503,Moderate,Stroke,Moderate,Busy,Evening,0,"[88.374, 13.705, 1.515, 9.821, 3.857]"
Hospital,504,Moderate,Stroke,Moderate,Busy,Late-Night,0,"[88.616, -0.277, 6.082, 5.29, -0.283]"
Hospital,505,Moderate,Stroke,Moderate,Diversion,Night,3,"[-0.044, -0.675, 2.061, 43.372, 0.0]"
Hospital,506,Moderate,Stroke,Moderate,Diversion,Morning,2,"[0.0, 5.845, 61.591, 0.0, 0.0]"
Hospital,507,Moderate,Stroke,Moderate,Diversion,Afternoon,3,"[1.464, 3.366, 0.982, 93.318, -0.3]"
Hospital,508,Moderate,Stroke,Moderate,Diversion,Evening,3,"[-0.212, -0.192, -0.251, 82.842, 9.338]"
Hospital,509,Moderate,Stroke,Moderate,Diversion,Late-Night,3,"[0.703, 0.0, -0.247, 67.632, 0.0]"
Hospital,510,Moderate,Stroke,Heavy,Normal,Night,0,"[70.264, 0.0, 0.756, -0.367, 7.056]"
Hospital,511,Moderate,Stroke,Heavy,Normal,Morning,0,"[95.446, 6.209, 3.891, 11.442, 10.82]"
Hospital,512,Moderate,Stroke,Heavy,Normal,Afternoon,0,"[93.84, 4.285, 5.061, 22.545, -0.287]"
Hospital,513,Moderate,Stroke,Heavy,Normal,Evening,1,"[13.11, 87.935, 28.853, 22.065, 14.579]"
Hospital,514,Moderate,Stroke,Heavy,Normal,Late-Night,0,"[81.718, 3.191, -0.061, 6.625, 8.525]"
Hospital,515,Moderate,Stroke,Heavy,Busy,Night,0,"[49.888, -0.005, 0.0, 0.0, 0.0]"
Hospital,516,Moderate,Stroke,Heavy,Busy,Morning,0,"[94.533, 1.567, 0.392, -0.112, 8.942]"
Hospital,517,Moderate,Stroke,Heavy,Busy,Afternoon,0,"[90.989, 3.946, 3.833, 0.0, 0.0]"
Hospital,518,Moderate,Stroke,Heavy,Busy,Evening,0,"[96.304, 1.017, 0.387, 24.48, 10.622]"
Hospital,519,Moderate,Stroke,Heavy,Busy,Late-Night,0,"[73.42, 0.0, 0.815, 0.0, 0.0]"
Hospital,520,Moderate,Stroke,Heavy,Diversion,Night,3,"[0.0, 0.908, 0.0, 21.836, 0.0]"
Hospital,521,Moderate,Stroke,Heavy,Diversion,Morning,3,"[0.0, 11.183, 0.0, 85.871, 0.0]"
Hospital,522,Moderate,Stroke,Heavy,Diversion,Afternoon,0,"[63.95, 4.856, 0.0, 0.0, 2.237]"
Hospital,523,Moderate,Stroke,Heavy,Diversion,Evening,3,"[0.932, 3.637, 2.392, 91.542, 0.0]"
Hospital,524,Moderate,Stroke,Heavy,Diversion,Late-Night,4,"[1.851, 0.0, 0.0, 0.0, 28.177]"
Hospital,525,Moderate,Stroke,Gridlock,Normal,Night,0,"[41.885, 0.0, 0.0, 1.895, 0.0]"
Hospital,526,Moderate,Stroke,Gridlock,Normal,Morning,0,"[88.761, 3.305, 11.41, 6.261, 4.534]"
Hospital,527,Moderate,Stroke,Gridlock,Normal,Afternoon,0,"[82.534, 7.184, 2.546, 0.0, 6.292]"
Hospital,528,Moderate,Stroke,Gridlock,Normal,Evening,0,"[96.143, 9.071, 1.457, 5.439, -0.265]"
Hospital,529,Moderate,Stroke,Gridlock,Normal,Late-Night,1,"[13.638, 70.771, 0.0, 1.959, 7.803]"
Hospital,530,Moderate,Stroke,Gridlock,Busy,Night,0,"[25.307, -0.111, 0.0, 0.0, 0.0]"
Hospital,531,Moderate,Stroke,Gridlock,Busy,Morning,0,"[74.932, 1.546, 6.327, -0.004, 0.0]"
Hospital,532,Moderate,Stroke,Gridlock,Busy,Afternoon,3,"[4.458, 0.0, 2.963, 59.299, 0.0]"
Hospital,533,Moderate,Stroke,Gridlock,Busy,Evening,1,"[2.743, 72.652, 0.0, 0.0, 6.306]"
Hospital,534,Moderate,Stroke,Gridlock,Busy,Late-Night,0,"[73.733, 1.333, 0.0, 0.0, 0.0]"
Hospital,535,Moderate,Stroke,Gridlock,Diversion,Night,0,"[19.375, 0.0, 0.0, 0.0, 0.0]"
Hospital,536,Moderate,Stroke,Gridlock,Diversion,Morning,3,"[0.0, 2.801, 0.0, 55.095, -0.099]"
Hospital,537,Moderate,Stroke,Gridlock,Diversion,Afternoon,1,"[0.0, 49.402, 5.445, 0.0, 0.0]"
Hospital,538,Moderate,Stroke,Gridlock,Diversion,Evening,4,"[6.182, 0.0, 0.0, 3.825, 66.67]"
Hospital,539,Moderate,Stroke,Gridlock,Diversion,Late-Night,0,"[39.404, -0.399, 0.0, 0.0, 6.987]"
Hospital,540,Moderate,Other,Clear,Normal,Night,0,"[99.437, 9.388, 32.845, 18.103, 39.103]"
Hospital,541,Moderate,Other,Clear,Normal,Morning,0,"[98.253, 9.309, 9.185, 6.685, 11.558]"
Hospital,542,Moderate,Other,Clear,Normal,Afternoon,0,"[92.759, 23.395, 2.967, 41.003, 14.518]"
Hospital,543,Moderate,Other,Clear,Normal,Evening,0,"[97.492, 0.667, 1.863, 1.559, 10.886]"
Hospital,544,Moderate,Other,Clear,Normal,Late-Night,0,"[101.189, 36.694, 25.294, 19.443, 22.764]"
Hospital,545,Moderate,Other,Clear,Busy,Night,0,"[88.509, 14.822, 17.419, 20.458, 18.111]"
Hospital,546,Moderate,Other,Clear,Busy,Morning,0,"[90.847, 1.836, 7.111, 1.701, 8.76]"
Hospital,547,Moderate,Other,Clear,Busy,Afternoon,0,"[102.98, 18.559, 1.338, 12.932, 16.038]"
Hospital,548,Moderate,Other,Clear,Busy,Evening,0,"[93.016, 0.216, 5.891, 9.424, 4.503]"
Hospital,549,Moderate,Other,Clear,Busy,Late-Night,0,"[97.658, 15.388, 2.815, 18.007, 8.11]"
Hospital,550,Moderate,Other,Clear,Diversion,Night,3,"[7.62, 2.822, 2.997, 99.17, 1.82]"
Hospital,551,Moderate,Other,Clear,Diversion,Morning,3,"[12.181, -0.131, 2.682, 88.562, 13.472]"
Hospital,552,Moderate,Other,Clear,Diversion,Afternoon,3,"[5.348, 9.901, 15.959, 105.26, -0.197]"
Hospital,553,Moderate,Other,Clear,Diversion,Evening,2,"[-0.129, 0.0, 70.47, 0.0, 0.0]"
Hospital,554,Moderate,Other,Clear,Diversion,Late-Night,3,"[6.048, 9.061, 2.267, 99.486, 11.697]"
Hospital,555,Moderate,Other,Moderate,Normal,Night,0,"[99.694, 9.81, 4.315, 10.684, 6.855]"
Hospital,556,Moderate,Other,Moderate,Normal,Morning,0,"[99.395, 25.299, 18.467, 9.092, 37.015]"
Hospital,557,Moderate,Other,Moderate,Normal,Afternoon,0,"[103.809, 31.189, 31.724, 49.676, 28.831]"
Hospital,558,Moderate,Other,Moderate,Normal,Evening,0,"[101.018, 14.781, 28.133, 31.169, 15.609]"
Hospital,559,Moderate,Other,Moderate,Normal,Late-Night,0,"[96.319, 9.738, 15.856, 24.319, 11.067]"
Hospital,560,Moderate,Other,Moderate,Busy,Night,0,"[87.098, 4.26, 3.159, 2.88, 7.377]"
Hospital,561,Moderate,Other,Moderate,Busy,Morning,0,"[97.118, 12.31, 34.909, 13.223, 17.441]"
Hospital,562,Moderate,Other,Moderate,Busy,Afternoon,0,"[95.422, 14.107, 18.578, 33.684, 32.964]"
Hospital,563,Moderate,Other,Moderate,Busy,Evening,0,"[96.346, 16.549, 11.095, 11.175, 20.045]"
Hospital,564,Moderate,Other,Moderate,Busy,Late-Night,0,"[92.586, 3.37, 11.895, 4.816, 8.98]"
Hospital,565,Moderate,Other,Moderate,Diversion,Night,0,"[78.347, 0.0, -0.315, 8.476, 0.0]"
Hospital,566,Moderate,Other,Moderate,Diversion,Morning,3,"[4.831, 18.866, 9.362, 96.521, 8.912]"
Hospital,567,Moderate,Other,Moderate,Diversion,Afternoon,3,"[5.972, 12.615, 19.333, 101.916, 10.333]"
Hospital,568,Moderate,Other,Moderate,Diversion,Evening,3,"[7.199, 2.218, 3.788, 97.46, 0.0]"
Hospital,569,Moderate,Other,Moderate,Diversion,Late-Night,3,"[0.942, 0.557, -0.151, 92.894, 3.898]"
Hospital,570,Moderate,Other,Heavy,Normal,Night,0,"[87.671, 8.622, 16.808, 5.211, 1.864]"
Hospital,571,Moderate,Other,Heavy,Normal,Morning,0,"[99.2, 3.366, 21.254, 24.685, 25.548]"
Hospital,572,Moderate,Other,Heavy,Normal,Afternoon,0,"[100.205, 43.012, 24.108, 19.723, 35.741]"
Hospital,573,Moderate,Other,Heavy,Normal,Evening,0,"[99.767, 21.513, 29.381, 12.754, 18.109]"
Hospital,574,Moderate,Other,Heavy,Normal,Late-Night,0,"[95.286, 8.352, 1.864, 14.627, 4.584]"
Hospital,575,Moderate,Other,Heavy,Busy,Night,1,"[0.0, 62.81, 0.0, 1.92, 0.0]"
Hospital,576,Moderate,Other,Heavy,Busy,Morning,0,"[101.603, 20.79, 10.861, 15.587, 9.87]"
Hospital,577,Moderate,Other,Heavy,Busy,Afternoon,0,"[99.625, 13.76, 15.563, 8.263, 20.064]"
Hospital,578,Moderate,Other,Heavy,Busy,Evening,0,"[99.627, 26.475, 16.766, 10.724, 19.753]"
Hospital,579,Moderate,Other,Heavy,Busy,Late-Night,0,"[94.117, 4.622, 9.115, 6.186, 7.022]"
Hospital,580,Moderate,Other,Heavy,Diversion,Night,3,"[0.0, -0.136, 2.638, 56.658, 1.084]"
Hospital,581,Moderate,Other,Heavy,Diversion,Morning,3,"[1.367, 0.982, 0.0, 102.039, 5.84]"
Hospital,582,Moderate,Other,Heavy,Diversion,Afternoon,3,"[20.556, 1.082, 8.382, 104.084, -0.519]"
Hospital,583,Moderate,Other,Heavy,Diversion,Evening,3,"[11.527, 6.533, 22.691, 96.737, 32.969]"
Hospital,584,Moderate,Other,Heavy,Diversion,Late-Night,3,"[0.0, 0.045, -0.291, 86.768, 1.352]"
Hospital,585,Moderate,Other,Gridlock,Normal,Night,0,"[67.078, 2.43, 3.803, 3.199, 1.943]"
Hospital,586,Moderate,Other,Gridlock,Normal,Morning,0,"[99.033, 7.016, 10.724, 11.536, 16.579]"
Hospital,587,Moderate,Other,Gridlock,Normal,Afternoon,0,"[97.568, 7.638, 13.547, 10.364, 8.809]"
Hospital,588,Moderate,Other,Gridlock,Normal,Evening,0,"[101.98, 21.86, 14.804, 34.51, 8.246]"
Hospital,589,Moderate,Other,Gridlock,Normal,Late-Night,0,"[94.63, 0.0, 2.938, 3.807, 0.854]"
Hospital,590,Moderate,Other,Gridlock,Busy,Night,0,"[64.863, 10.825, 0.0, 8.538, 0.0]"
Hospital,591,Moderate,Other,Gridlock,Busy,Morning,0,"[92.829, 11.668, 6.045, 4.144, 6.607]"
Hospital,592,Moderate,Other,Gridlock,Busy,Afternoon,2,"[6.066, 11.443, 84.648, 11.424, 13.277]"
Hospital,593,Moderate,Other,Gridlock,Busy,Evening,0,"[97.321, 17.605, 10.369, 4.504, 11.365]"
Hospital,594,Moderate,Other,Gridlock,Busy,Late-Night,3,"[4.08, 0.0, 7.883, 79.356, 1.269]"
Hospital,595,Moderate,Other,Gridlock,Diversion,Night,3,"[0.0, 5.261, 0.0, 33.52, 0.227]"
Hospital,596,Moderate,Other,Gridlock,Diversion,Morning,3,"[6.905, 4.609, -0.213, 92.23, 0.0]"
Hospital,597,Moderate,Other,Gridlock,Diversion,Afternoon,3,"[-0.008, 1.005, 2.06, 92.403, 0.0]"
Hospital,598,Moderate,Other,Gridlock,Diversion,Evening,3,"[4.47, 10.606, 8.168, 102.684, 6.645]"
Hospital,599,Moderate,Other,Gridlock,Diversion,Late-Night,0,"[60.726, 0.0, 0.255, 8.694, 3.598]"
Hospital,600,Critical,Cardiac,Clear,Normal,Night,2,"[47.771, 12.773, 106.804, 18.35, 19.311]"
Hospital,601,Critical,Cardiac,Clear,Normal,Morning,2,"[23.814, 5.031, 106.149, 7.899, 9.377]"
Hospital,602,Critical,Cardiac,Clear,Normal,Afternoon,2,"[32.542, 16.468, 116.014, 19.376, 11.741]"
Hospital,603,Critical,Cardiac,Clear,Normal,Evening,2,"[13.761, 10.93, 104.341, 2.198, 8.318]"
Hospital,604,Critical,Cardiac,Clear,Normal,Late-Night,2,"[29.796, 14.53, 108.844, 12.243, 19.152]"
Hospital,605,Critical,Cardiac,Clear,Busy,Night,2,"[4.417, 21.929, 104.721, 16.167, 6.324]"
Hospital,606,Critical,Cardiac,Clear,Busy,Morning,0,"[90.049, 6.456, 13.075, 3.683, 12.704]"
Hospital,607,Critical,Cardiac,Clear,Busy,Afternoon,0,"[101.834, 1.019, 15.887, 12.754, 19.666]"
Hospital,608,Critical,Cardiac,Clear,Busy,Evening,2,"[0.0, 9.235, 94.554, 13.53, 0.101]"
Hospital,609,Critical,Cardiac,Clear,Busy,Late-Night,2,"[6.439, 17.806, 103.636, 6.779, 8.19]"
Hospital,610,Critical,Cardiac,Clear,Diversion,Night,3,"[5.44, 15.675, 3.541, 100.091, 20.486]"
Hospital,611,Critical,Cardiac,Clear,Diversion,Morning,3,"[1.776, -0.103, 0.0, 96.295, 1.915]"
Hospital,612,Critical,Cardiac,Clear,Diversion,Afternoon,2,"[19.09, 0.157, 107.349, 18.138, 5.013]"
Hospital,613,Critical,Cardiac,Clear,Diversion,Evening,3,"[1.569, 0.0, 6.135, 82.761, 5.746]"
Hospital,614,Critical,Cardiac,Clear,Diversion,Late-Night,2,"[3.726, 1.683, 103.427, 23.263, 8.916]"
Hospital,615,Critical,Cardiac,Moderate,Normal,Night,2,"[12.296, 4.068, 112.928, 9.922, 2.226]"
Hospital,616,Critical,Cardiac,Moderate,Normal,Morning,2,"[36.835, 26.751, 111.772, 20.987, 21.295]"
Hospital,617,Critical,Cardiac,Moderate,Normal,Afternoon,2,"[43.775, 27.402, 113.994, 31.845, 32.184]"
Hospital,618,Critical,Cardiac,Moderate,Normal,Evening,2,"[30.252, 20.296, 108.275, 27.145, 25.334]"
Hospital,619,Critical,Cardiac,Moderate,Normal,Late-Night,0,"[99.762, 13.69, 44.47, 16.806, 10.304]"
